"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name","description"
"ENSMUSG00000032578",3918.34074799021,1.74498057764762,0.0763797564515133,22.8461134038225,1.5973686481969e-115,2.11028372113292e-111,"Cish","cytokine inducible SH2-containing protein [Source:MGI Symbol;Acc:MGI:103159]"
"ENSMUSG00000005672",24177.9077114331,-1.19824615752797,0.0560295212152442,-21.3859788828958,1.80461360319758e-101,1.19203751559216e-97,"Kit","KIT proto-oncogene receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:96677]"
"ENSMUSG00000028214",970.24240810524,2.35631898984115,0.12042147283136,19.5672659903519,2.94038155937328e-85,1.29484602602935e-81,"Gem","GTP binding protein overexpressed in skeletal muscle [Source:MGI Symbol;Acc:MGI:99844]"
"ENSMUSG00000024401",1533.43442574579,2.27788386902623,0.123074299979034,18.5082008950225,1.77324882173229e-76,5.85659754597633e-73,"Tnf","tumor necrosis factor [Source:MGI Symbol;Acc:MGI:104798]"
"ENSMUSG00000025203",14342.5530250179,-1.24326382255666,0.0721743063624466,-17.225850655401,1.69911248618711e-66,4.48939501100358e-63,"Scd2","stearoyl-Coenzyme A desaturase 2 [Source:MGI Symbol;Acc:MGI:98240]"
"ENSMUSG00000029385",1609.93087459572,-1.9315642021016,0.117661071014789,-16.4163404721925,1.46117798500335e-60,3.21727039331321e-57,"Ccng2","cyclin G2 [Source:MGI Symbol;Acc:MGI:1095734]"
"ENSMUSG00000022305",6848.63565036198,1.03605517106975,0.0639297675988682,16.206146369412,4.56298292395302e-59,8.6116524869062e-56,"Lrp12","low density lipoprotein-related protein 12 [Source:MGI Symbol;Acc:MGI:2443132]"
"ENSMUSG00000062901",981.388129755008,-1.85989013205642,0.116800965230936,-15.9235852921171,4.34735505214131e-57,7.17911344922985e-54,"Klhl24","kelch-like 24 [Source:MGI Symbol;Acc:MGI:1923035]"
"ENSMUSG00000053560",4619.93191120108,1.85656940800984,0.120565319309322,15.398867756047,1.66560244735657e-53,2.44491932578085e-50,"Ier2","immediate early response 2 [Source:MGI Symbol;Acc:MGI:104815]"
"ENSMUSG00000030671",8886.97285788533,-1.01787363016762,0.0680695612261908,-14.9534331033116,1.47922508549256e-50,1.95420426044421e-47,"Pde3b","phosphodiesterase 3B, cGMP-inhibited [Source:MGI Symbol;Acc:MGI:1333863]"
"ENSMUSG00000035828",5970.31153232422,1.31881468083959,0.089804727254261,14.6853592362201,8.0009065784268e-49,9.60908880069058e-46,"Pim3","proviral integration site 3 [Source:MGI Symbol;Acc:MGI:1355297]"
"ENSMUSG00000070803",1168.8737116141,-2.51595548824866,0.174424745769365,-14.4243035995329,3.63924576152585e-47,4.00650631295983e-44,"Cited4","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4 [Source:MGI Symbol;Acc:MGI:1861694]"
"ENSMUSG00000020644",24852.3786767208,0.88450907317743,0.062132696954003,14.2358068543562,5.49253089583052e-46,5.58167889729362e-43,"Id2","inhibitor of DNA binding 2 [Source:MGI Symbol;Acc:MGI:96397]"
"ENSMUSG00000035246",2147.83326214662,-1.328237245781,0.0938873900539315,-14.147131420077,1.94532041876111e-45,1.83568771801807e-42,"Pcyt1b","phosphate cytidylyltransferase 1, choline, beta isoform [Source:MGI Symbol;Acc:MGI:2147987]"
"ENSMUSG00000032373",3398.63771994576,1.07939360748471,0.078346258288017,13.7772196282385,3.49474391475771e-43,3.07793745719094e-40,"Car12","carbonic anhydrase 12 [Source:MGI Symbol;Acc:MGI:1923709]"
"ENSMUSG00000052837",6703.72875969385,1.17391425375903,0.0855234946483455,13.7262194276078,7.07290281750361e-43,5.84000744512751e-40,"Junb","jun B proto-oncogene [Source:MGI Symbol;Acc:MGI:96647]"
"ENSMUSG00000019960",8549.09524653129,1.27144105155783,0.0943619486565697,13.4740864263543,2.22218823291611e-41,1.72690169088557e-38,"Dusp6","dual specificity phosphatase 6 [Source:MGI Symbol;Acc:MGI:1914853]"
"ENSMUSG00000003541",12470.0193707341,0.908556064241798,0.0689299987813842,13.1808513028317,1.13107249260511e-39,8.30144372211449e-37,"Ier3","immediate early response 3 [Source:MGI Symbol;Acc:MGI:104814]"
"ENSMUSG00000033730",724.133172982622,2.74309571085334,0.208259384372331,13.1715347143693,1.27969608471967e-39,8.8979289343324e-37,"Egr3","early growth response 3 [Source:MGI Symbol;Acc:MGI:1306780]"
"ENSMUSG00000029999",656.03087016657,2.78747893907071,0.213170883345459,13.0762648975536,4.5001534254646e-39,2.97257634519064e-36,"Tgfa","transforming growth factor alpha [Source:MGI Symbol;Acc:MGI:98724]"
"ENSMUSG00000079037",15184.3829817485,-0.889871650062045,0.0699318029064114,-12.7248492542505,4.30304472490934e-37,2.7070249457513e-34,"Prnp","prion protein [Source:MGI Symbol;Acc:MGI:97769]"
"ENSMUSG00000038390",3697.39660521458,-1.18214305959777,0.0931110084972762,-12.6960611712454,6.21813606180127e-37,3.73399070511166e-34,"Gpr162","G protein-coupled receptor 162 [Source:MGI Symbol;Acc:MGI:1315214]"
"ENSMUSG00000027399",168.886945074748,3.51915317599896,0.278285537916045,12.6458356490686,1.17963613640042e-36,6.77572739042868e-34,"Il1a","interleukin 1 alpha [Source:MGI Symbol;Acc:MGI:96542]"
"ENSMUSG00000003031",4710.3864739733,-0.854475621891272,0.0681851553157759,-12.5316957618424,5.00802797422203e-36,2.75671073197697e-33,"Cdkn1b","cyclin dependent kinase inhibitor 1B [Source:MGI Symbol;Acc:MGI:104565]"
"ENSMUSG00000035356",860.675341359757,1.50697300902512,0.120472183720793,12.5088876326646,6.67524434643368e-36,3.52746612242941e-33,"Nfkbiz","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta [Source:MGI Symbol;Acc:MGI:1931595]"
"ENSMUSG00000037868",160.592223622957,4.69247090955851,0.380205268572923,12.3419407815452,5.38421718211041e-35,2.73580358434079e-32,"Egr2","early growth response 2 [Source:MGI Symbol;Acc:MGI:95296]"
"ENSMUSG00000060950",1279.57036946652,1.19839368457022,0.0972869111049426,12.3181389043951,7.23446074777871e-35,3.53979484958906e-32,"Trmt61a","tRNA methyltransferase 61A [Source:MGI Symbol;Acc:MGI:2443487]"
"ENSMUSG00000048376",21364.462929768,0.742200295874218,0.0603628127105982,12.2956546016602,9.5579323179885e-35,4.50963728046236e-32,"F2r","coagulation factor II thrombin receptor [Source:MGI Symbol;Acc:MGI:101802]"
"ENSMUSG00000058392",3453.44748416743,0.958914637991867,0.0780082318843272,12.2924800989436,9.9408633632534e-35,4.52857744454968e-32,"Rrp1b","ribosomal RNA processing 1B [Source:MGI Symbol;Acc:MGI:1919712]"
"ENSMUSG00000058794",940.598822902183,-1.63177748196655,0.132786904845771,-12.2886928034193,1.04176986442473e-34,4.58760722630503e-32,"Nfe2","nuclear factor, erythroid derived 2 [Source:MGI Symbol;Acc:MGI:97308]"
"ENSMUSG00000027405",10158.7412137219,0.73099453888923,0.0595120436811919,12.2831362136578,1.11587105611247e-34,4.75541049106509e-32,"Nop56","NOP56 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1914384]"
"ENSMUSG00000020250",11022.4037697579,0.723832213716928,0.0594987317530249,12.1655065980483,4.74492451149547e-34,1.95891242879271e-31,"Txnrd1","thioredoxin reductase 1 [Source:MGI Symbol;Acc:MGI:1354175]"
"ENSMUSG00000040747",10511.3821998283,0.74689683459227,0.061737258899786,12.0979915192649,1.08226754242233e-33,4.33267772816405e-31,"Cd53","CD53 antigen [Source:MGI Symbol;Acc:MGI:88341]"
"ENSMUSG00000005125",423.015596001308,-2.24837475987448,0.188836073047972,-11.9064897060389,1.09490300335191e-32,4.25434222861238e-30,"Ndrg1","N-myc downstream regulated gene 1 [Source:MGI Symbol;Acc:MGI:1341799]"
"ENSMUSG00000121069",458.732159517334,-1.87620986713649,0.15840672021995,-11.8442567621585,2.30452346226467e-32,8.69858841713674e-30,"Gm56730","predicted gene, 56730 [Source:MGI Symbol;Acc:MGI:7337373]"
"ENSMUSG00000038028",5395.96591968452,0.820329345273823,0.0693228732398351,11.8334585243711,2.62114761168388e-32,9.61888363832105e-30,"Tigar","Trp53 induced glycolysis regulatory phosphatase [Source:MGI Symbol;Acc:MGI:2442752]"
"ENSMUSG00000034394",3920.78080700344,0.877518795095278,0.0743020921235916,11.810149216736,3.45946782607687e-32,1.23521701217031e-29,"Lif","leukemia inhibitory factor [Source:MGI Symbol;Acc:MGI:96787]"
"ENSMUSG00000024975",1894.22334813,-1.3606699563898,0.115511479748118,-11.7795214757602,4.97748420968643e-32,1.73046168142546e-29,"Pdcd4","programmed cell death 4 [Source:MGI Symbol;Acc:MGI:107490]"
"ENSMUSG00000004040",6051.21211563577,-0.739077519970895,0.0629470591155184,-11.7412557529425,7.83148935119927e-32,2.65286681586394e-29,"Stat3","signal transducer and activator of transcription 3 [Source:MGI Symbol;Acc:MGI:103038]"
"ENSMUSG00000028803",2415.2118076879,-0.917243930337145,0.0783147396763456,-11.7122770774426,1.1027755481316e-31,3.64219194159163e-29,"Nipal3","NIPA-like domain containing 3 [Source:MGI Symbol;Acc:MGI:1921802]"
"ENSMUSG00000015176",10558.6742222594,0.768245332946514,0.0657561836058096,11.6832408880651,1.55260746609196e-31,5.00280420354655e-29,"Nolc1","nucleolar and coiled-body phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:1918019]"
"ENSMUSG00000026024",3374.62690400351,-0.980228829816058,0.0841211838530467,-11.652580062692,2.22615092781739e-31,7.00230473985607e-29,"Als2","alsin Rho guanine nucleotide exchange factor [Source:MGI Symbol;Acc:MGI:1921268]"
"ENSMUSG00000028211",1030.17086911147,-1.73793313137039,0.149555882128795,-11.6206270634927,3.23751223859019e-31,9.94669167070115e-29,"Trp53inp1","transformation related protein 53 inducible nuclear protein 1 [Source:MGI Symbol;Acc:MGI:1926609]"
"ENSMUSG00000070284",1872.699362015,1.02529535762992,0.0882912019793921,11.6126560137807,3.55401658907977e-31,1.0670934808712e-28,"Gmppb","GDP-mannose pyrophosphorylase B [Source:MGI Symbol;Acc:MGI:2660880]"
"ENSMUSG00000003545",327.493063156642,2.56132502425573,0.221332529523139,11.5722936423946,5.69398275071785e-31,1.67162680266075e-28,"Fosb","FBJ osteosarcoma oncogene B [Source:MGI Symbol;Acc:MGI:95575]"
"ENSMUSG00000030156",1123.71711456169,1.71629183920562,0.149917771858916,11.4482213677827,2.40019784325848e-30,6.89326384941039e-28,"Cd69","CD69 antigen [Source:MGI Symbol;Acc:MGI:88343]"
"ENSMUSG00000024201",3523.5705624202,-0.877793498738589,0.0769226789694477,-11.4113745191744,3.66885415837278e-30,1.03126026140985e-27,"Kdm4b","lysine (K)-specific demethylase 4B [Source:MGI Symbol;Acc:MGI:2442355]"
"ENSMUSG00000029752",3194.44633264829,0.933531911078612,0.0824342882205831,11.3245583995413,9.91774137982165e-30,2.72965169518383e-27,"Asns","asparagine synthetase [Source:MGI Symbol;Acc:MGI:1350929]"
"ENSMUSG00000024014",5922.03474926546,0.895263276914374,0.0792774078383047,11.2927919987037,1.4243887211675e-29,3.84032640721304e-27,"Pim1","proviral integration site 1 [Source:MGI Symbol;Acc:MGI:97584]"
"ENSMUSG00000023055",1050.43648421214,-1.16998190816903,0.104505777967322,-11.1953801112784,4.29555993024492e-29,1.13497284476931e-26,"Calcoco1","calcium binding and coiled coil domain 1 [Source:MGI Symbol;Acc:MGI:1914738]"
"ENSMUSG00000037235",1837.71788644034,-1.40296020153743,0.125399273145316,-11.1879452436032,4.67133342300515e-29,1.21005854610434e-26,"Mxd4","Max dimerization protein 4 [Source:MGI Symbol;Acc:MGI:104991]"
"ENSMUSG00000020534",2829.82367354629,0.962085687161068,0.0866063768734829,11.1087164928572,1.13783187498479e-28,2.89074940392771e-26,"Shmt1","serine hydroxymethyltransferase 1 (soluble) [Source:MGI Symbol;Acc:MGI:98299]"
"ENSMUSG00000058755",3399.86028387221,0.816713033618028,0.074060497092868,11.0276472029875,2.81123481401846e-28,7.00740059018828e-26,"Osm","oncostatin M [Source:MGI Symbol;Acc:MGI:104749]"
"ENSMUSG00000020205",299.150273958463,2.16380274549504,0.197030265095784,10.9820831050657,4.66051160430687e-28,1.14018553341663e-25,"Phlda1","pleckstrin homology like domain, family A, member 1 [Source:MGI Symbol;Acc:MGI:1096880]"
"ENSMUSG00000025746",1252.17231537669,1.294854317806,0.118715314592915,10.9072222252551,1.06459743056224e-27,2.5571630282105e-25,"Il6","interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]"
"ENSMUSG00000038648",16016.9895355867,0.625085976173609,0.0576258223114331,10.8473241873303,2.05349126079702e-27,4.84440590114097e-25,"Creb3l2","cAMP responsive element binding protein 3-like 2 [Source:MGI Symbol;Acc:MGI:2442695]"
"ENSMUSG00000006442",8026.39739107444,0.733378959699063,0.0676845786091828,10.835244523478,2.34338507430016e-27,5.43130880992622e-25,"Srm","spermidine synthase [Source:MGI Symbol;Acc:MGI:102690]"
"ENSMUSG00000026585",1291.57528056642,-1.08363383295188,0.100201302855342,-10.8145682947486,2.93672057483413e-27,6.68914060588511e-25,"Kifap3","kinesin-associated protein 3 [Source:MGI Symbol;Acc:MGI:107566]"
