"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name","description"
"ENSMUSG00000028214",704.985275575201,1.86776563495787,0.142085763483745,13.1453397522936,1.80990753427791e-39,2.22835815620296e-35,"Gem","GTP binding protein overexpressed in skeletal muscle [Source:MGI Symbol;Acc:MGI:99844]"
"ENSMUSG00000070803",1196.06148173785,-1.95886014039855,0.183586457658048,-10.6699598945755,1.40687094988488e-26,8.66069756749134e-23,"Cited4","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4 [Source:MGI Symbol;Acc:MGI:1861694]"
"ENSMUSG00000032578",3396.69044757442,1.55807573572301,0.155179926217029,10.0404464269685,1.01215035092727e-23,4.15386504020552e-20,"Cish","cytokine inducible SH2-containing protein [Source:MGI Symbol;Acc:MGI:103159]"
"ENSMUSG00000005125",423.187562874622,-1.90337152956235,0.209238248921208,-9.09667108846383,9.31429094835702e-20,2.86693875390429e-16,"Ndrg1","N-myc downstream regulated gene 1 [Source:MGI Symbol;Acc:MGI:1341799]"
"ENSMUSG00000053560",3722.96586437025,1.53342390318714,0.171000631209168,8.96735814566352,3.03711278255135e-19,7.47858651575444e-16,"Ier2","immediate early response 2 [Source:MGI Symbol;Acc:MGI:104815]"
"ENSMUSG00000028211",1020.29649226955,-1.52950389888417,0.17108941647488,-8.93979259733306,3.89901455989343e-19,8.00077787690131e-16,"Trp53inp1","transformation related protein 53 inducible nuclear protein 1 [Source:MGI Symbol;Acc:MGI:1926609]"
"ENSMUSG00000038648",15814.3549612814,0.700414078543415,0.0785912240890323,8.91211565492286,5.00678670564868e-19,8.80622255999236e-16,"Creb3l2","cAMP responsive element binding protein 3-like 2 [Source:MGI Symbol;Acc:MGI:2442695]"
"ENSMUSG00000029385",1680.28695163585,-1.4037792920827,0.158880257936936,-8.83545451342293,9.96920929402095e-19,1.53426131034982e-15,"Ccng2","cyclin G2 [Source:MGI Symbol;Acc:MGI:1095734]"
"ENSMUSG00000022305",6162.25323798194,0.903173940859912,0.10267994318269,8.79601130332693,1.41765317764443e-18,1.93934954701758e-15,"Lrp12","low density lipoprotein-related protein 12 [Source:MGI Symbol;Acc:MGI:2443132]"
"ENSMUSG00000048249",1461.40758692462,-1.15057093481031,0.132326784560689,-8.69492097635471,3.47071253527948e-18,4.2731412734361e-15,"Crebrf","CREB3 regulatory factor [Source:MGI Symbol;Acc:MGI:1924378]"
"ENSMUSG00000035828",5034.78899521315,1.05704049042761,0.125206886948448,8.44235102548982,3.11017684946235e-17,3.48113612459822e-14,"Pim3","proviral integration site 3 [Source:MGI Symbol;Acc:MGI:1355297]"
"ENSMUSG00000022346",9814.20069053896,0.770909254509743,0.0922257483626954,8.35893737048351,6.32856947214658e-17,6.49311227842239e-14,"Myc","myelocytomatosis oncogene [Source:MGI Symbol;Acc:MGI:97250]"
"ENSMUSG00000058794",968.046848252904,-1.23848223228165,0.148866752813805,-8.31940113472267,8.84088645218327e-17,8.37299953840619e-14,"Nfe2","nuclear factor, erythroid derived 2 [Source:MGI Symbol;Acc:MGI:97308]"
"ENSMUSG00000001627",1996.77756744577,1.07377501088548,0.133239598029605,8.05897816238452,7.693483958403e-16,6.76586960684698e-13,"Ifrd1","interferon-related developmental regulator 1 [Source:MGI Symbol;Acc:MGI:1316717]"
"ENSMUSG00000058392",3183.67668567073,0.877930362874081,0.109138799423474,8.04416364768303,8.68364157853849e-16,7.12753300766439e-13,"Rrp1b","ribosomal RNA processing 1B [Source:MGI Symbol;Acc:MGI:1919712]"
"ENSMUSG00000003031",4621.53882037604,-0.752536187398626,0.0941694782473404,-7.99129613336134,1.33527382723174e-15,1.02749321005482e-12,"Cdkn1b","cyclin dependent kinase inhibitor 1B [Source:MGI Symbol;Acc:MGI:104565]"
"ENSMUSG00000025059",1760.57161305155,0.857960024379765,0.107837354233928,7.95605595551446,1.77610100584293e-15,1.2863150343493e-12,"Gk","glycerol kinase [Source:MGI Symbol;Acc:MGI:106594]"
"ENSMUSG00000038028",4894.05050260024,0.698974407193944,0.0884228626731014,7.90490588139004,2.68136114944684e-15,1.83405102622164e-12,"Tigar","Trp53 induced glycolysis regulatory phosphatase [Source:MGI Symbol;Acc:MGI:2442752]"
"ENSMUSG00000044345",3502.47535317288,-0.870026539339767,0.112263973146229,-7.74982850648371,9.20167340301434e-15,5.96268436515329e-12,"Marveld1","MARVEL (membrane-associating) domain containing 1 [Source:MGI Symbol;Acc:MGI:2147570]"
"ENSMUSG00000025746",1184.35564265849,1.27151331608137,0.164684003968049,7.72092787061497,1.15485895456268e-14,7.10931172428789e-12,"Il6","interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]"
"ENSMUSG00000021662",276.534075957262,-2.20666253683202,0.287175399924933,-7.68402355288383,1.54168302563835e-14,8.62781882348151e-12,"Arhgef28","Rho guanine nucleotide exchange factor 28 [Source:MGI Symbol;Acc:MGI:1346016]"
"ENSMUSG00000061024",3387.22296628306,0.744632500171453,0.09690570778457,7.68409330260337,1.54084341656024e-14,8.62781882348151e-12,"Rrs1","ribosome biogenesis regulator 1 [Source:MGI Symbol;Acc:MGI:1929721]"
"ENSMUSG00000020644",22207.9335013668,0.7306999055655,0.0962564541431447,7.5911782962508,3.17009386072573e-14,1.69696502666327e-11,"Id2","inhibitor of DNA binding 2 [Source:MGI Symbol;Acc:MGI:96397]"
"ENSMUSG00000019960",6845.90126632933,0.893894265281294,0.118412948296866,7.54895708736401,4.38757397475901e-14,2.22251332674222e-11,"Dusp6","dual specificity phosphatase 6 [Source:MGI Symbol;Acc:MGI:1914853]"
"ENSMUSG00000022263",1367.01362824662,-1.08879117301033,0.144300815856739,-7.54528771404366,4.51290067970724e-14,2.22251332674222e-11,"Trio","triple functional domain (PTPRF interacting) [Source:MGI Symbol;Acc:MGI:1927230]"
"ENSMUSG00000032373",3140.04049056021,1.00542375334954,0.133739205786301,7.51779365996897,5.57083296000324e-14,2.63800366936769e-11,"Car12","carbonic anhydrase 12 [Source:MGI Symbol;Acc:MGI:1923709]"
"ENSMUSG00000006442",7595.75196102503,0.708787067595598,0.0946033564190132,7.49219789260191,6.77296971778733e-14,3.08847419131102e-11,"Srm","spermidine synthase [Source:MGI Symbol;Acc:MGI:102690]"
